Kulbicki,MEOW,ID,NA_,Lon,Lat,Management,RetentC,RetentP,RetentR,RetentT,RetentC5,RetentP5,RetentR15,RetentT15,OutflowC5,OutflowP5,OutflowR15,OutflowT15,InflowC5,InflowP5,InflowR15,InflowT15,OutDegC5,OutDegP5,OutDegR15,OutDegT15,InDegC5,InDegP5,InDegR15,InDegT15,OutflowC,OutflowP,OutflowR,OutflowT,InflowC,InflowP,InflowR,InflowT,OutDegC,OutDegP,OutDegR,OutDegT,InDegC,InDegP,InDegR,InDegT,NetflowC5,NetflowR15,NetflowP5,NetflowT15,NetflowC,NetflowR,NetflowP,NetflowT,source_cell_id,cell_id,netflow,sovereign_state,protected,in_mpa,in_oecm,protection_class,n_cells,q25_netflow,q75_netflow,is_country_sink,is_country_source,is_wio_sink,is_wio_source
Western Indian,Western Indian Ocean,14447,V14447,39.56,-7.7,Fished,0,0,0,15,46,4,8,15,2170,1400,1325,1065,1149,944,554,918,40,35,52,33,96,55,117,78,1740,1464,1710,810,615,776,490,255,35,39,39,15,64,29,29,15,0.307622778,0.410324641,0.194539249,0.074130106,0.477707006,0.554545455,0.307142857,0.521126761,14447,CELL014447,0.307622778,Tanzania,TRUE,FALSE,TRUE,OECM only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14448,V14448,39.48,-7.54,Fished,10,26,15,0,10,2,14,36,2070,1392,1328,1242,1074,900,815,1350,45,29,53,31,112,61,158,91,1845,1470,1875,1425,660,1186,715,180,35,36,36,18,70,45,45,12,0.316793893,0.239384041,0.214659686,-0.041666667,0.473053892,0.447876448,0.106927711,0.775700935,14448,CELL014448,0.316793893,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14449,V14449,39.88,-4.82,Fished,5,0,0,0,35,4,31,12,2090,1344,1340,1050,1380,1612,673,633,40,33,49,30,94,58,124,69,1735,1482,1805,615,425,1752,1130,255,40,38,38,11,56,65,65,16,0.204610951,0.331346249,-0.090663058,0.247771836,0.606481481,0.229982964,-0.083487941,0.413793103,14449,CELL014449,0.204610951,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14450,V14450,40.28,-2.82,Fished,15,0,0,15,91,136,19,12,2123,1396,1236,966,1752,2014,722,831,44,27,54,28,84,55,117,58,1315,1260,1600,780,755,1604,1060,420,35,31,31,14,73,59,59,22,0.095741935,0.262512768,-0.181231672,0.075125209,0.270531401,0.203007519,-0.120111732,0.3,14450,CELL014450,0.095741935,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14451,V14451,40.2,-3.22,Fished,5,0,0,0,19,2,16,18,2138,1422,1279,1125,1745,1474,1739,675,40,31,47,32,89,52,118,63,1930,1610,2025,825,520,1482,955,735,38,40,40,16,62,55,55,23,0.101210404,-0.15241882,-0.017955801,0.25,0.575510204,0.359060403,0.041397154,0.057692308,14451,CELL014451,0.101210404,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14452,V14452,40.2,-3.3,Fished,5,0,0,30,11,32,16,24,2380,1656,1387,1092,643,560,410,648,46,31,46,36,60,26,73,46,1655,1612,1880,915,245,864,510,165,42,43,43,15,36,33,33,10,0.574594773,0.543683918,0.494584838,0.255172414,0.742105263,0.573221757,0.302100162,0.694444444,14452,CELL014452,0.574594773,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14453,V14453,39.56,-5.38,Fished,395,102,205,225,845,388,271,183,3216,2328,1592,1257,6188,3940,3471,3192,34,31,47,31,56,33,59,42,2100,1556,2090,795,5685,3590,4825,4500,40,36,36,13,70,83,83,42,-0.316035729,-0.37112384,-0.257179324,-0.434929198,-0.460500963,-0.395516992,-0.395258453,-0.699716714,14453,CELL014453,-0.316035729,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14454,V14454,39.08,-5.62,Fished,15,26,15,0,47,40,57,105,2455,1742,1470,1302,2124,2478,1076,1521,37,30,49,31,57,36,65,40,1935,1516,1890,810,770,1276,840,480,39,38,38,14,65,47,47,25,0.072286525,0.154752553,-0.174407583,-0.077577046,0.430683919,0.384615385,0.085959885,0.255813953,14454,CELL014454,0.072286525,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14455,V14455,39.56,-5.14,Fished,20,34,35,45,146,182,84,24,2412,1692,1492,1146,2811,2788,1188,906,38,28,43,29,64,46,79,43,1645,1510,1825,825,1045,1886,1465,930,39,39,39,16,71,65,65,38,-0.076392878,0.113432836,-0.244642857,0.116959064,0.223048327,0.109422492,-0.110718492,-0.05982906,14455,CELL014455,-0.076392878,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14457,V14457,44.52,1.5,Fished,65,28,20,60,76,6,120,81,1992,1128,1146,618,2255,1110,1745,2127,31,20,39,18,78,55,112,50,1535,1126,1465,450,2215,2746,2115,1230,34,27,27,12,94,95,95,39,-0.061926065,-0.207194742,0.008042895,-0.549726776,-0.181333333,-0.181564246,-0.41838843,-0.464285714,14457,CELL014457,-0.061926065,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14458,V14458,44.68,1.58,Fished,105,34,35,0,57,24,148,123,1954,1234,1183,726,2234,1170,1733,2421,25,18,37,17,55,31,67,43,1500,1380,1750,195,1915,2270,1775,705,35,34,34,5,79,78,78,31,-0.066857689,-0.18861454,0.026622296,-0.538608198,-0.121522694,-0.007092199,-0.243835616,-0.566666667,14458,CELL014458,-0.066857689,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14459,V14459,45.72,2.22,Fished,20,64,110,45,114,20,26,42,1149,742,892,798,1715,986,483,669,34,17,38,16,59,31,82,51,1110,1094,1285,255,810,3006,2515,840,32,29,29,6,57,100,100,26,-0.197625698,0.297454545,-0.141203704,0.08793456,0.15625,-0.323684211,-0.466341463,-0.534246575,14459,CELL014459,-0.197625698,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14460,V14460,45.64,2.14,Fished,60,70,125,90,276,144,94,105,1414,1002,903,801,2611,1514,1257,1752,33,17,42,16,54,34,83,53,1275,968,1170,435,2265,3214,3685,4560,33,25,25,9,70,87,87,61,-0.297391304,-0.163888889,-0.203497615,-0.372502938,-0.279661017,-0.518022657,-0.537063606,-0.825825826,14460,CELL014460,-0.297391304,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14461,V14461,45.48,2.06,Fished,120,42,55,15,359,460,195,168,2488,1956,1342,1104,5135,4312,3495,2706,31,18,42,23,59,42,85,49,1545,1438,1695,720,3665,2684,2410,1650,35,38,38,13,84,86,86,44,-0.34723862,-0.445110606,-0.375877473,-0.420472441,-0.406909789,-0.174177832,-0.302280446,-0.392405063,14461,CELL014461,-0.34723862,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14462,V14462,44.92,1.74,Fished,30,68,120,0,77,8,74,84,2250,1350,1229,954,2475,1664,1676,1665,31,21,36,21,77,58,96,43,1365,1368,1670,510,1270,2274,2385,240,32,35,35,15,75,66,66,16,-0.047619048,-0.153872633,-0.104180491,-0.271477663,0.036053131,-0.176325524,-0.248764415,0.36,14462,CELL014462,-0.047619048,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14463,V14463,44.76,1.66,Fished,170,40,50,30,197,126,109,81,2487,1820,1206,984,3808,2480,2399,2037,31,21,41,27,62,53,90,45,1500,1346,1565,360,2360,2488,2170,720,36,36,36,9,80,81,81,34,-0.209849087,-0.330929265,-0.153488372,-0.348560079,-0.222797927,-0.161981258,-0.297861242,-0.333333333,14463,CELL014463,-0.209849087,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14464,V14464,42.28,-0.82,Fished,45,30,25,15,23,20,49,120,954,674,766,789,1586,1770,984,1245,30,20,34,17,63,36,97,67,795,702,705,390,1160,2006,1615,510,27,21,21,7,71,68,68,24,-0.248818898,-0.124571429,-0.448445172,-0.224188791,-0.186700767,-0.392241379,-0.481536189,-0.133333333,14464,CELL014464,-0.248818898,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14465,V14465,42.28,-0.82,Fished,30,34,35,15,28,42,26,90,873,640,658,690,1988,2408,736,1194,28,15,30,16,51,33,95,48,785,684,710,390,500,2112,1580,540,21,20,20,10,51,74,74,22,-0.389723873,-0.055954089,-0.580052493,-0.267515924,0.221789883,-0.379912664,-0.510729614,-0.161290323,14465,CELL014465,-0.389723873,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14468,V14468,41.96,-1.22,Fished,35,26,15,45,86,44,57,33,1002,706,741,723,1695,1536,1141,618,29,17,31,14,58,37,86,59,845,784,860,315,670,2474,1985,990,26,22,22,6,60,84,84,34,-0.256952169,-0.212539851,-0.370205174,0.078299776,0.115511551,-0.39543058,-0.518723143,-0.517241379,14468,CELL014468,-0.256952169,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14470,V14470,42.2,-0.9,Fished,40,26,15,45,130,116,61,51,614,374,230,162,612,428,261,138,4,4,5,5,27,12,39,15,180,126,115,45,230,868,570,255,5,4,4,1,25,32,32,9,0.001631321,-0.063136456,-0.067331671,0.08,-0.12195122,-0.664233577,-0.746478873,-0.7,14470,CELL014470,0.001631321,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14472,V14472,42.04,-1.06,Fished,20,0,0,0,43,8,13,3,1855,1806,902,1014,1730,888,1471,1080,125,68,150,65,152,91,184,84,955,2590,1825,660,1745,2222,1455,300,97,93,93,32,116,82,82,17,0.034867503,-0.239780868,0.340757238,-0.031518625,-0.292592593,0.112804878,0.076475478,0.375,14472,CELL014472,0.034867503,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14473,V14473,41.56,-1.7,Fished,25,0,0,60,127,46,32,57,1881,1086,1040,855,2191,2108,962,1188,104,51,143,65,138,66,172,76,995,2362,1605,900,885,1182,755,615,105,86,86,27,85,44,44,27,-0.076129666,0.038961039,-0.319974953,-0.162995595,0.058510638,0.360169492,0.332957111,0.188118812,14473,CELL014473,-0.076129666,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14474,V14474,41.56,-1.78,Fished,0,0,0,0,42,56,12,9,291,240,111,72,498,318,412,312,19,9,19,11,62,30,79,39,95,188,120,15,295,796,540,135,9,7,7,1,30,29,29,7,-0.262357414,-0.575525813,-0.139784946,-0.625,-0.512820513,-0.636363636,-0.617886179,-0.8,14474,CELL014474,-0.262357414,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14475,V14475,41.72,-1.54,Fished,15,0,0,15,7,4,6,9,251,134,96,75,486,256,541,612,15,8,18,9,73,36,78,50,95,190,125,120,380,1012,680,165,9,7,7,7,40,37,37,8,-0.318860244,-0.698587127,-0.312820513,-0.781659389,-0.6,-0.689440994,-0.683860233,-0.157894737,14475,CELL014475,-0.318860244,Somalia,FALSE,FALSE,FALSE,Unprotected,22,-0.24193630225,0.24891961025,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14476,V14476,41.48,-1.86,Fished,0,0,0,0,56,46,56,93,271,178,154,252,593,436,668,894,13,12,18,10,68,38,85,51,50,190,125,30,420,1420,1000,150,7,7,7,1,44,51,51,10,-0.372685185,-0.625304136,-0.42019544,-0.560209424,-0.787234043,-0.777777778,-0.763975155,-0.666666667,14476,CELL014476,-0.372685185,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14477,V14477,41.24,-2.1,Fished,10,28,20,0,32,18,27,66,212,134,156,264,514,272,736,540,15,12,18,12,73,33,80,47,160,270,225,180,335,1590,1275,150,9,9,9,6,38,54,54,9,-0.415977961,-0.650224215,-0.339901478,-0.343283582,-0.353535354,-0.7,-0.709677419,0.090909091,14477,CELL014477,-0.415977961,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14478,V14478,41,-2.34,Fished,0,0,0,0,24,18,12,30,264,236,156,129,675,526,699,849,17,9,23,9,65,32,77,51,135,280,200,150,410,762,505,150,12,10,10,4,39,28,28,9,-0.437699681,-0.635087719,-0.380577428,-0.736196319,-0.504587156,-0.432624113,-0.462571977,0,14478,CELL014478,-0.437699681,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14479,V14479,41.16,-2.18,Fished,0,26,15,15,9,16,16,36,116,102,121,168,521,380,463,399,15,6,16,9,64,26,78,47,130,240,150,120,310,562,355,135,12,9,9,7,31,21,21,9,-0.635792779,-0.585616438,-0.576763485,-0.407407407,-0.409090909,-0.405940594,-0.401496259,-0.058823529,14479,CELL014479,-0.635792779,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14480,V14480,41.08,-2.26,Fished,10,28,20,15,53,96,4,6,2069,2080,1036,1134,1932,2368,829,1458,139,69,169,76,117,69,152,56,1265,3382,2355,795,510,2092,1430,420,134,122,122,34,77,76,76,26,0.03424144,0.110991957,-0.064748201,-0.125,0.425352113,0.244385733,0.235659481,0.308641975,14480,CELL014480,0.03424144,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14481,V14481,41.32,-2.02,Fished,10,30,25,0,107,66,33,51,1776,1240,987,984,3336,3096,1488,2658,123,64,151,85,108,69,138,74,995,2866,1915,885,1080,2152,1530,1200,101,105,105,40,98,77,77,36,-0.305164319,-0.202424242,-0.42804428,-0.459637562,-0.040963855,0.111756168,0.142287764,-0.151079137,14481,CELL014481,-0.305164319,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14482,V14482,40.28,-16.1,Fished,5,0,0,15,179,308,12,0,2303,2086,1188,1293,1853,2578,302,225,118,44,156,70,60,44,61,31,1535,3552,2480,975,220,1592,1030,270,133,128,128,28,31,59,59,18,0.10827719,0.594630872,-0.105488851,0.703557312,0.749287749,0.413105413,0.381026439,0.56626506,14482,CELL014482,0.10827719,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14483,V14483,40.36,-16.02,Fished,0,0,0,30,34,28,14,21,1942,1890,1085,1242,1237,1066,855,1287,141,74,178,90,133,70,174,68,1390,2950,2075,765,525,1846,1365,1305,139,106,106,30,74,65,65,36,0.221767852,0.118556701,0.278755074,-0.017793594,0.451697128,0.206395349,0.230191827,-0.260869565,14483,CELL014483,0.221767852,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14484,V14484,40.04,-16.42,Fished,35,28,20,30,173,270,61,171,2391,2166,996,1314,2039,2758,545,1347,116,39,149,69,38,30,60,36,1330,3068,2170,930,820,1672,1130,885,127,110,110,36,47,61,61,28,0.079458239,0.292667099,-0.120227457,-0.012401353,0.237209302,0.315151515,0.294514768,0.024793388,14484,CELL014484,0.079458239,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14485,V14485,39.96,-16.5,Fished,10,26,15,0,248,122,70,36,1807,1054,1048,882,2900,1888,1243,867,106,59,167,77,102,42,142,69,1290,3460,2350,900,540,2232,1580,810,122,126,126,34,64,80,80,27,-0.232207351,-0.08511567,-0.283480625,0.008576329,0.409836066,0.195928753,0.215741391,0.052631579,14485,CELL014485,-0.232207351,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14486,V14486,40.12,-16.34,Fished,30,40,50,75,92,190,52,150,2195,2356,1099,1455,1771,2700,606,1182,127,50,152,79,58,49,89,34,1380,2926,2115,960,485,1668,1170,1770,116,104,104,30,49,60,60,30,0.106908724,0.28914956,-0.068037975,0.103526735,0.479892761,0.287671233,0.273835438,-0.296703297,14486,CELL014486,0.106908724,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14487,V14487,40.28,-16.02,Fished,5,32,30,0,9,22,9,3,2064,1986,1053,1419,1194,638,721,567,151,79,165,87,119,77,150,66,1335,3416,2490,945,900,1780,1250,135,127,121,121,43,94,64,64,9,0.267034991,0.187147689,0.513719512,0.429003021,0.194630872,0.331550802,0.314857583,0.75,14487,CELL014487,0.267034991,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14488,V14488,40.12,-16.1,Fished,0,26,15,0,2,0,2,6,1656,1546,971,1041,1073,898,774,579,150,70,172,84,129,88,166,58,1240,3086,2115,990,375,2008,1320,195,126,112,112,44,58,74,74,11,0.213631367,0.112893983,0.265139116,0.285185185,0.535603715,0.231441048,0.211621516,0.670886076,14488,CELL014488,0.213631367,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14489,V14489,40.2,-16.1,Fished,30,26,15,0,26,30,18,15,2156,1986,969,1245,1297,1104,1083,576,119,65,150,72,131,66,164,70,1190,3082,2105,885,1590,1902,1205,315,110,112,112,31,119,71,71,18,0.248769186,-0.055555556,0.285436893,0.36738056,-0.143884892,0.271903323,0.236757624,0.475,14489,CELL014489,0.248769186,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14490,V14490,40.04,-16.34,Fished,5,30,25,0,3,0,1,0,1689,1676,807,966,1663,856,1252,1185,132,58,132,85,158,102,192,87,975,2390,1625,660,845,2292,1530,465,96,87,87,33,93,84,84,25,0.007756563,-0.216124332,0.32385466,-0.10181311,0.071428571,0.030110935,0.020931226,0.173333333,14490,CELL014490,0.007756563,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14491,V14491,39.56,-16.82,Fished,0,0,0,0,53,32,19,78,289,242,199,399,755,572,889,1209,19,13,20,16,79,39,89,57,100,146,115,45,450,1410,1025,345,9,5,5,3,45,50,50,14,-0.446360153,-0.634191176,-0.405405405,-0.503731343,-0.636363636,-0.798245614,-0.812339332,-0.769230769,14491,CELL014491,-0.446360153,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14492,V14492,39.48,-16.82,Fished,0,28,20,15,7,12,5,0,1777,1652,906,1050,1282,1228,670,516,143,67,157,72,156,96,192,70,925,2628,1770,765,615,1904,1210,510,106,96,96,34,93,71,71,25,0.161817587,0.149746193,0.147222222,0.340996169,0.201298701,0.187919463,0.159752868,0.2,14492,CELL014492,0.161817587,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14493,V14493,39.08,-17.14,Fished,0,26,15,0,3,0,14,27,1441,1372,749,927,2321,2010,1278,1611,141,65,161,85,168,105,195,90,940,2734,1935,1020,810,2870,2025,525,98,98,98,40,104,103,103,27,-0.233918129,-0.260976813,-0.188645772,-0.269503546,0.074285714,-0.022727273,-0.02426838,0.32038835,14493,CELL014493,-0.233918129,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14494,V14494,39.16,-17.06,Fished,0,32,30,0,94,120,33,6,2111,1950,1146,1098,1375,1884,375,222,126,55,157,62,55,35,88,38,1410,3300,2250,750,425,2176,1490,645,139,120,120,29,51,79,79,30,0.211130235,0.506903353,0.017214397,0.663636364,0.536784741,0.203208556,0.205259313,0.075268817,14494,CELL014494,0.211130235,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14495,V14495,39.88,-16.5,Fished,0,0,0,0,63,106,15,3,1797,1666,1035,1278,1563,1704,873,858,114,55,148,72,100,54,126,66,1040,2762,1905,960,960,2526,1665,315,104,100,100,33,85,93,93,19,0.069642857,0.08490566,-0.011275964,0.196629213,0.04,0.067226891,0.044629349,0.505882353,14495,CELL014495,0.069642857,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14496,V14496,39.72,-16.66,Fished,0,30,25,0,23,36,3,9,2140,1946,1041,1110,1539,1648,396,390,127,67,148,63,76,49,95,42,1200,3288,2320,735,640,1888,1270,255,108,118,118,37,76,69,69,16,0.163359609,0.448851775,0.082915971,0.48,0.304347826,0.292479109,0.270479134,0.484848485,14496,CELL014496,0.163359609,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14497,V14497,39.8,-16.58,Fished,30,38,45,0,286,250,36,33,2255,2008,1185,1389,2955,3772,852,1608,124,62,159,80,59,45,88,43,1345,3612,2530,1050,1055,2276,1690,1230,123,130,130,44,98,80,80,42,-0.134357006,0.1634757,-0.305190311,-0.073073073,0.120833333,0.199052133,0.226902174,-0.078947368,14497,CELL014497,-0.134357006,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14498,V14498,38.84,-17.3,Fished,15,30,25,45,24,4,5,12,1811,1674,952,1239,1210,1324,464,366,130,76,167,87,123,62,155,59,1080,2932,1980,705,600,2296,1590,825,116,107,107,32,73,83,83,37,0.198940748,0.344632768,0.116744496,0.543925234,0.285714286,0.109243697,0.12165264,-0.078431373,14498,CELL014498,0.198940748,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14499,V14499,38.76,-17.3,Fished,0,0,0,0,26,10,9,27,1799,1626,1021,1086,1157,1098,761,846,160,74,197,96,154,85,181,85,1420,3310,2375,945,710,1646,1015,225,136,118,118,39,102,62,62,12,0.217185386,0.145903479,0.193832599,0.124223602,0.333333333,0.401179941,0.335754641,0.615384615,14499,CELL014499,0.217185386,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14500,V14500,38.92,-17.22,Fished,10,26,15,90,116,62,17,3,2175,1684,1020,900,1410,1338,499,534,123,55,147,66,124,50,134,52,1020,2600,1800,990,650,1196,740,630,107,94,94,36,70,45,45,20,0.213389121,0.342988808,0.114493713,0.255230126,0.221556886,0.417322835,0.369863014,0.222222222,14500,CELL014500,0.213389121,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14501,V14501,35.32,-21.38,Fished,0,0,0,0,11,8,8,6,476,322,400,501,942,546,1015,711,66,38,83,38,152,76,182,93,405,1374,1085,705,1040,1556,1040,420,32,47,47,20,106,57,57,21,-0.328631876,-0.434628975,-0.258064516,-0.173267327,-0.439446367,0.021176471,-0.062116041,0.253333333,14501,CELL014501,-0.328631876,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14502,V14502,45.08,-12.5,MPA,15,0,0,0,14,14,11,27,522,266,512,492,1035,656,1265,1257,68,40,79,38,163,84,181,93,615,1014,835,690,805,1420,900,270,36,34,34,15,92,53,53,18,-0.329479769,-0.42374789,-0.422993492,-0.437392796,-0.133802817,-0.037463977,-0.166803615,0.4375,14502,CELL014502,-0.329479769,France,FALSE,FALSE,FALSE,Unprotected,54,-0.31484398975,0.4384915245,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14503,V14503,45.24,-13.06,MPA,45,0,0,105,19,2,18,39,2108,2198,1064,1416,1124,816,461,600,120,65,157,82,112,66,142,50,1495,3174,2235,1035,860,1132,730,765,127,114,114,31,72,42,42,21,0.304455446,0.395409836,0.458526875,0.404761905,0.269639066,0.507588533,0.474222016,0.15,14503,CELL014503,0.304455446,France,TRUE,TRUE,FALSE,MPA only,54,-0.31484398975,0.4384915245,FALSE,FALSE,FALSE,FALSE
